dis_name,dis_description,dis_symptoms,dis_precaution,kfold,encoded_dis_name
hepatitis d,"Hepatitis D, also known as the hepatitis delta virus, is an infection that causes the liver to become inflamed. This swelling can impair liver function and cause long-term liver problems, including liver scarring and cancer. The condition is caused by the hepatitis D virus (HDV).",  joint pain  fatigue  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  yellowing of eyes,"['consult doctor', 'medication', 'eat healthy', 'follow up']",2.0,22
hepatitis d,"Hepatitis D, also known as the hepatitis delta virus, is an infection that causes the liver to become inflamed. This swelling can impair liver function and cause long-term liver problems, including liver scarring and cancer. The condition is caused by the hepatitis D virus (HDV).",  joint pain  vomiting  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  yellowing of eyes,"['consult doctor', 'medication', 'eat healthy', 'follow up']",3.0,22
hepatitis d,"Hepatitis D, also known as the hepatitis delta virus, is an infection that causes the liver to become inflamed. This swelling can impair liver function and cause long-term liver problems, including liver scarring and cancer. The condition is caused by the hepatitis D virus (HDV).",  joint pain  vomiting  fatigue  dark urine  nausea  loss of appetite  abdominal pain  yellowing of eyes,"['consult doctor', 'medication', 'eat healthy', 'follow up']",4.0,22
hepatitis d,"Hepatitis D, also known as the hepatitis delta virus, is an infection that causes the liver to become inflamed. This swelling can impair liver function and cause long-term liver problems, including liver scarring and cancer. The condition is caused by the hepatitis D virus (HDV).",  joint pain  vomiting  fatigue  yellowish skin  nausea  loss of appetite  abdominal pain  yellowing of eyes,"['consult doctor', 'medication', 'eat healthy', 'follow up']",1.0,22
hepatitis d,"Hepatitis D, also known as the hepatitis delta virus, is an infection that causes the liver to become inflamed. This swelling can impair liver function and cause long-term liver problems, including liver scarring and cancer. The condition is caused by the hepatitis D virus (HDV).",  joint pain  vomiting  fatigue  yellowish skin  dark urine  loss of appetite  abdominal pain  yellowing of eyes,"['consult doctor', 'medication', 'eat healthy', 'follow up']",2.0,22
hepatitis d,"Hepatitis D, also known as the hepatitis delta virus, is an infection that causes the liver to become inflamed. This swelling can impair liver function and cause long-term liver problems, including liver scarring and cancer. The condition is caused by the hepatitis D virus (HDV).",  joint pain  vomiting  fatigue  yellowish skin  dark urine  nausea  abdominal pain  yellowing of eyes,"['consult doctor', 'medication', 'eat healthy', 'follow up']",4.0,22
hepatitis d,"Hepatitis D, also known as the hepatitis delta virus, is an infection that causes the liver to become inflamed. This swelling can impair liver function and cause long-term liver problems, including liver scarring and cancer. The condition is caused by the hepatitis D virus (HDV).",  joint pain  vomiting  fatigue  yellowish skin  dark urine  nausea  loss of appetite  yellowing of eyes,"['consult doctor', 'medication', 'eat healthy', 'follow up']",5.0,22
hepatitis d,"Hepatitis D, also known as the hepatitis delta virus, is an infection that causes the liver to become inflamed. This swelling can impair liver function and cause long-term liver problems, including liver scarring and cancer. The condition is caused by the hepatitis D virus (HDV).",  joint pain  vomiting  fatigue  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain,"['consult doctor', 'medication', 'eat healthy', 'follow up']",2.0,22
hepatitis e,A rare form of liver inflammation caused by infection with the hepatitis E virus (HEV). It is transmitted via food or drink handled by an infected person or through infected water supplies in areas where fecal matter may get into the water. Hepatitis E does not cause chronic liver disease.,  joint pain  vomiting  fatigue  high fever  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  yellowing of eyes  coma  stomach bleeding,"['stop alcohol consumption', 'rest', 'consult doctor', 'medication']",4.0,23
hepatitis e,A rare form of liver inflammation caused by infection with the hepatitis E virus (HEV). It is transmitted via food or drink handled by an infected person or through infected water supplies in areas where fecal matter may get into the water. Hepatitis E does not cause chronic liver disease.,  joint pain  vomiting  fatigue  high fever  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  yellowing of eyes  acute liver failure  coma  stomach bleeding,"['stop alcohol consumption', 'rest', 'consult doctor', 'medication']",2.0,23
hepatitis e,A rare form of liver inflammation caused by infection with the hepatitis E virus (HEV). It is transmitted via food or drink handled by an infected person or through infected water supplies in areas where fecal matter may get into the water. Hepatitis E does not cause chronic liver disease.,  joint pain  vomiting  fatigue  high fever  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  yellowing of eyes  acute liver failure  coma  stomach bleeding,"['stop alcohol consumption', 'rest', 'consult doctor', 'medication']",1.0,23
hepatitis e,A rare form of liver inflammation caused by infection with the hepatitis E virus (HEV). It is transmitted via food or drink handled by an infected person or through infected water supplies in areas where fecal matter may get into the water. Hepatitis E does not cause chronic liver disease.,  vomiting  fatigue  high fever  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  yellowing of eyes  acute liver failure  coma  stomach bleeding,"['stop alcohol consumption', 'rest', 'consult doctor', 'medication']",5.0,23
hepatitis e,A rare form of liver inflammation caused by infection with the hepatitis E virus (HEV). It is transmitted via food or drink handled by an infected person or through infected water supplies in areas where fecal matter may get into the water. Hepatitis E does not cause chronic liver disease.,  joint pain  fatigue  high fever  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  yellowing of eyes  acute liver failure  coma  stomach bleeding,"['stop alcohol consumption', 'rest', 'consult doctor', 'medication']",4.0,23
hepatitis e,A rare form of liver inflammation caused by infection with the hepatitis E virus (HEV). It is transmitted via food or drink handled by an infected person or through infected water supplies in areas where fecal matter may get into the water. Hepatitis E does not cause chronic liver disease.,  joint pain  vomiting  high fever  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  yellowing of eyes  acute liver failure  coma  stomach bleeding,"['stop alcohol consumption', 'rest', 'consult doctor', 'medication']",2.0,23
hepatitis e,A rare form of liver inflammation caused by infection with the hepatitis E virus (HEV). It is transmitted via food or drink handled by an infected person or through infected water supplies in areas where fecal matter may get into the water. Hepatitis E does not cause chronic liver disease.,  joint pain  vomiting  fatigue  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  yellowing of eyes  acute liver failure  coma  stomach bleeding,"['stop alcohol consumption', 'rest', 'consult doctor', 'medication']",4.0,23
hepatitis e,A rare form of liver inflammation caused by infection with the hepatitis E virus (HEV). It is transmitted via food or drink handled by an infected person or through infected water supplies in areas where fecal matter may get into the water. Hepatitis E does not cause chronic liver disease.,  joint pain  vomiting  fatigue  high fever  dark urine  nausea  loss of appetite  abdominal pain  yellowing of eyes  acute liver failure  coma  stomach bleeding,"['stop alcohol consumption', 'rest', 'consult doctor', 'medication']",5.0,23
hepatitis e,A rare form of liver inflammation caused by infection with the hepatitis E virus (HEV). It is transmitted via food or drink handled by an infected person or through infected water supplies in areas where fecal matter may get into the water. Hepatitis E does not cause chronic liver disease.,  joint pain  vomiting  fatigue  high fever  yellowish skin  nausea  loss of appetite  abdominal pain  yellowing of eyes  acute liver failure  coma  stomach bleeding,"['stop alcohol consumption', 'rest', 'consult doctor', 'medication']",1.0,23
hepatitis e,A rare form of liver inflammation caused by infection with the hepatitis E virus (HEV). It is transmitted via food or drink handled by an infected person or through infected water supplies in areas where fecal matter may get into the water. Hepatitis E does not cause chronic liver disease.,  joint pain  vomiting  fatigue  high fever  yellowish skin  dark urine  loss of appetite  abdominal pain  yellowing of eyes  acute liver failure  coma  stomach bleeding,"['stop alcohol consumption', 'rest', 'consult doctor', 'medication']",2.0,23
alcoholic hepatitis,"Alcoholic hepatitis is a diseased, inflammatory condition of the liver caused by heavy alcohol consumption over an extended period of time. It's also aggravated by binge drinking and ongoing alcohol use. If you develop this condition, you must stop drinking alcohol",  vomiting  yellowish skin  abdominal pain  swelling of stomach  distention of abdomen  history of alcohol consumption  fluid overload,"['stop alcohol consumption', 'consult doctor', 'medication', 'follow up']",3.0,3
alcoholic hepatitis,"Alcoholic hepatitis is a diseased, inflammatory condition of the liver caused by heavy alcohol consumption over an extended period of time. It's also aggravated by binge drinking and ongoing alcohol use. If you develop this condition, you must stop drinking alcohol",  vomiting  yellowish skin  abdominal pain  swelling of stomach  distention of abdomen  history of alcohol consumption  fluid overload,"['stop alcohol consumption', 'consult doctor', 'medication', 'follow up']",3.0,3
alcoholic hepatitis,"Alcoholic hepatitis is a diseased, inflammatory condition of the liver caused by heavy alcohol consumption over an extended period of time. It's also aggravated by binge drinking and ongoing alcohol use. If you develop this condition, you must stop drinking alcohol",  yellowish skin  abdominal pain  swelling of stomach  distention of abdomen  history of alcohol consumption  fluid overload,"['stop alcohol consumption', 'consult doctor', 'medication', 'follow up']",4.0,3
alcoholic hepatitis,"Alcoholic hepatitis is a diseased, inflammatory condition of the liver caused by heavy alcohol consumption over an extended period of time. It's also aggravated by binge drinking and ongoing alcohol use. If you develop this condition, you must stop drinking alcohol",  vomiting  abdominal pain  swelling of stomach  distention of abdomen  history of alcohol consumption  fluid overload,"['stop alcohol consumption', 'consult doctor', 'medication', 'follow up']",2.0,3
alcoholic hepatitis,"Alcoholic hepatitis is a diseased, inflammatory condition of the liver caused by heavy alcohol consumption over an extended period of time. It's also aggravated by binge drinking and ongoing alcohol use. If you develop this condition, you must stop drinking alcohol",  vomiting  yellowish skin  swelling of stomach  distention of abdomen  history of alcohol consumption  fluid overload,"['stop alcohol consumption', 'consult doctor', 'medication', 'follow up']",4.0,3
alcoholic hepatitis,"Alcoholic hepatitis is a diseased, inflammatory condition of the liver caused by heavy alcohol consumption over an extended period of time. It's also aggravated by binge drinking and ongoing alcohol use. If you develop this condition, you must stop drinking alcohol",  vomiting  yellowish skin  abdominal pain  distention of abdomen  history of alcohol consumption  fluid overload,"['stop alcohol consumption', 'consult doctor', 'medication', 'follow up']",2.0,3
alcoholic hepatitis,"Alcoholic hepatitis is a diseased, inflammatory condition of the liver caused by heavy alcohol consumption over an extended period of time. It's also aggravated by binge drinking and ongoing alcohol use. If you develop this condition, you must stop drinking alcohol",  vomiting  yellowish skin  abdominal pain  swelling of stomach  history of alcohol consumption  fluid overload,"['stop alcohol consumption', 'consult doctor', 'medication', 'follow up']",1.0,3
alcoholic hepatitis,"Alcoholic hepatitis is a diseased, inflammatory condition of the liver caused by heavy alcohol consumption over an extended period of time. It's also aggravated by binge drinking and ongoing alcohol use. If you develop this condition, you must stop drinking alcohol",  vomiting  yellowish skin  abdominal pain  swelling of stomach  distention of abdomen  fluid overload,"['stop alcohol consumption', 'consult doctor', 'medication', 'follow up']",2.0,3
alcoholic hepatitis,"Alcoholic hepatitis is a diseased, inflammatory condition of the liver caused by heavy alcohol consumption over an extended period of time. It's also aggravated by binge drinking and ongoing alcohol use. If you develop this condition, you must stop drinking alcohol",  vomiting  yellowish skin  abdominal pain  swelling of stomach  distention of abdomen  history of alcohol consumption,"['stop alcohol consumption', 'consult doctor', 'medication', 'follow up']",4.0,3
alcoholic hepatitis,"Alcoholic hepatitis is a diseased, inflammatory condition of the liver caused by heavy alcohol consumption over an extended period of time. It's also aggravated by binge drinking and ongoing alcohol use. If you develop this condition, you must stop drinking alcohol",  vomiting  yellowish skin  abdominal pain  swelling of stomach  distention of abdomen  history of alcohol consumption  fluid overload,"['stop alcohol consumption', 'consult doctor', 'medication', 'follow up']",4.0,3
tuberculosis,"Tuberculosis (TB) is an infectious disease usually caused by Mycobacterium tuberculosis (MTB) bacteria. Tuberculosis generally affects the lungs, but can also affect other parts of the body. Most infections show no symptoms, in which case it is known as latent tuberculosis.",  chills  vomiting  fatigue  weight loss  cough  high fever  breathlessness  sweating  loss of appetite  mild fever  yellowing of eyes  swelled lymph nodes  malaise  phlegm  chest pain  blood in sputum,"['cover mouth', 'consult doctor', 'medication', 'rest']",1.0,37
tuberculosis,"Tuberculosis (TB) is an infectious disease usually caused by Mycobacterium tuberculosis (MTB) bacteria. Tuberculosis generally affects the lungs, but can also affect other parts of the body. Most infections show no symptoms, in which case it is known as latent tuberculosis.",  chills  vomiting  fatigue  weight loss  cough  high fever  breathlessness  sweating  loss of appetite  mild fever  yellowing of eyes  swelled lymph nodes  malaise  phlegm  chest pain  blood in sputum,"['cover mouth', 'consult doctor', 'medication', 'rest']",5.0,37
tuberculosis,"Tuberculosis (TB) is an infectious disease usually caused by Mycobacterium tuberculosis (MTB) bacteria. Tuberculosis generally affects the lungs, but can also affect other parts of the body. Most infections show no symptoms, in which case it is known as latent tuberculosis.",  vomiting  fatigue  weight loss  cough  high fever  breathlessness  sweating  loss of appetite  mild fever  yellowing of eyes  swelled lymph nodes  malaise  phlegm  chest pain  blood in sputum,"['cover mouth', 'consult doctor', 'medication', 'rest']",3.0,37
tuberculosis,"Tuberculosis (TB) is an infectious disease usually caused by Mycobacterium tuberculosis (MTB) bacteria. Tuberculosis generally affects the lungs, but can also affect other parts of the body. Most infections show no symptoms, in which case it is known as latent tuberculosis.",  chills  fatigue  weight loss  cough  high fever  breathlessness  sweating  loss of appetite  mild fever  yellowing of eyes  swelled lymph nodes  malaise  phlegm  chest pain  blood in sputum,"['cover mouth', 'consult doctor', 'medication', 'rest']",3.0,37
tuberculosis,"Tuberculosis (TB) is an infectious disease usually caused by Mycobacterium tuberculosis (MTB) bacteria. Tuberculosis generally affects the lungs, but can also affect other parts of the body. Most infections show no symptoms, in which case it is known as latent tuberculosis.",  chills  vomiting  weight loss  cough  high fever  breathlessness  sweating  loss of appetite  mild fever  yellowing of eyes  swelled lymph nodes  malaise  phlegm  chest pain  blood in sputum,"['cover mouth', 'consult doctor', 'medication', 'rest']",1.0,37
tuberculosis,"Tuberculosis (TB) is an infectious disease usually caused by Mycobacterium tuberculosis (MTB) bacteria. Tuberculosis generally affects the lungs, but can also affect other parts of the body. Most infections show no symptoms, in which case it is known as latent tuberculosis.",  chills  vomiting  fatigue  cough  high fever  breathlessness  sweating  loss of appetite  mild fever  yellowing of eyes  swelled lymph nodes  malaise  phlegm  chest pain  blood in sputum,"['cover mouth', 'consult doctor', 'medication', 'rest']",5.0,37
tuberculosis,"Tuberculosis (TB) is an infectious disease usually caused by Mycobacterium tuberculosis (MTB) bacteria. Tuberculosis generally affects the lungs, but can also affect other parts of the body. Most infections show no symptoms, in which case it is known as latent tuberculosis.",  chills  vomiting  fatigue  weight loss  high fever  breathlessness  sweating  loss of appetite  mild fever  yellowing of eyes  swelled lymph nodes  malaise  phlegm  chest pain  blood in sputum,"['cover mouth', 'consult doctor', 'medication', 'rest']",2.0,37
tuberculosis,"Tuberculosis (TB) is an infectious disease usually caused by Mycobacterium tuberculosis (MTB) bacteria. Tuberculosis generally affects the lungs, but can also affect other parts of the body. Most infections show no symptoms, in which case it is known as latent tuberculosis.",  chills  vomiting  fatigue  weight loss  cough  breathlessness  sweating  loss of appetite  mild fever  yellowing of eyes  swelled lymph nodes  malaise  phlegm  chest pain  blood in sputum,"['cover mouth', 'consult doctor', 'medication', 'rest']",3.0,37
tuberculosis,"Tuberculosis (TB) is an infectious disease usually caused by Mycobacterium tuberculosis (MTB) bacteria. Tuberculosis generally affects the lungs, but can also affect other parts of the body. Most infections show no symptoms, in which case it is known as latent tuberculosis.",  chills  vomiting  fatigue  weight loss  cough  high fever  sweating  loss of appetite  mild fever  yellowing of eyes  swelled lymph nodes  malaise  phlegm  chest pain  blood in sputum,"['cover mouth', 'consult doctor', 'medication', 'rest']",1.0,37
tuberculosis,"Tuberculosis (TB) is an infectious disease usually caused by Mycobacterium tuberculosis (MTB) bacteria. Tuberculosis generally affects the lungs, but can also affect other parts of the body. Most infections show no symptoms, in which case it is known as latent tuberculosis.",  chills  vomiting  fatigue  weight loss  cough  high fever  breathlessness  loss of appetite  mild fever  yellowing of eyes  swelled lymph nodes  malaise  phlegm  chest pain  blood in sputum,"['cover mouth', 'consult doctor', 'medication', 'rest']",1.0,37
common cold,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold.",  continuous sneezing  chills  fatigue  cough  high fever  headache  swelled lymph nodes  malaise  phlegm  throat irritation  redness of eyes  sinus pressure  runny nose  congestion  chest pain  loss of smell  muscle pain,"['drink vitamin c rich drinks', 'take vapour', 'avoid cold food', 'keep fever in check']",2.0,10
common cold,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold.",  continuous sneezing  chills  fatigue  cough  high fever  headache  swelled lymph nodes  malaise  phlegm  throat irritation  redness of eyes  sinus pressure  runny nose  congestion  chest pain  loss of smell  muscle pain,"['drink vitamin c rich drinks', 'take vapour', 'avoid cold food', 'keep fever in check']",4.0,10
common cold,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold.",  chills  fatigue  cough  high fever  headache  swelled lymph nodes  malaise  phlegm  throat irritation  redness of eyes  sinus pressure  runny nose  congestion  chest pain  loss of smell  muscle pain,"['drink vitamin c rich drinks', 'take vapour', 'avoid cold food', 'keep fever in check']",1.0,10
common cold,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold.",  continuous sneezing  fatigue  cough  high fever  headache  swelled lymph nodes  malaise  phlegm  throat irritation  redness of eyes  sinus pressure  runny nose  congestion  chest pain  loss of smell  muscle pain,"['drink vitamin c rich drinks', 'take vapour', 'avoid cold food', 'keep fever in check']",5.0,10
common cold,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold.",  continuous sneezing  chills  cough  high fever  headache  swelled lymph nodes  malaise  phlegm  throat irritation  redness of eyes  sinus pressure  runny nose  congestion  chest pain  loss of smell  muscle pain,"['drink vitamin c rich drinks', 'take vapour', 'avoid cold food', 'keep fever in check']",1.0,10
common cold,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold.",  continuous sneezing  chills  fatigue  high fever  headache  swelled lymph nodes  malaise  phlegm  throat irritation  redness of eyes  sinus pressure  runny nose  congestion  chest pain  loss of smell  muscle pain,"['drink vitamin c rich drinks', 'take vapour', 'avoid cold food', 'keep fever in check']",2.0,10
common cold,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold.",  continuous sneezing  chills  fatigue  cough  headache  swelled lymph nodes  malaise  phlegm  throat irritation  redness of eyes  sinus pressure  runny nose  congestion  chest pain  loss of smell  muscle pain,"['drink vitamin c rich drinks', 'take vapour', 'avoid cold food', 'keep fever in check']",3.0,10
common cold,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold.",  continuous sneezing  chills  fatigue  cough  high fever  swelled lymph nodes  malaise  phlegm  throat irritation  redness of eyes  sinus pressure  runny nose  congestion  chest pain  loss of smell  muscle pain,"['drink vitamin c rich drinks', 'take vapour', 'avoid cold food', 'keep fever in check']",3.0,10
common cold,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold.",  continuous sneezing  chills  fatigue  cough  high fever  headache  malaise  phlegm  throat irritation  redness of eyes  sinus pressure  runny nose  congestion  chest pain  loss of smell  muscle pain,"['drink vitamin c rich drinks', 'take vapour', 'avoid cold food', 'keep fever in check']",5.0,10
common cold,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold.",  continuous sneezing  chills  fatigue  cough  high fever  headache  swelled lymph nodes  phlegm  throat irritation  redness of eyes  sinus pressure  runny nose  congestion  chest pain  loss of smell  muscle pain,"['drink vitamin c rich drinks', 'take vapour', 'avoid cold food', 'keep fever in check']",5.0,10
pneumonia,"Pneumonia is an infection in one or both lungs. Bacteria, viruses, and fungi cause it. The infection causes inflammation in the air sacs in your lungs, which are called alveoli. The alveoli fill with fluid or pus, making it difficult to breathe.",  chills  fatigue  cough  high fever  breathlessness  sweating  malaise  chest pain  fast heart rate  rusty sputum,"['consult doctor', 'medication', 'rest', 'follow up']",1.0,35
pneumonia,"Pneumonia is an infection in one or both lungs. Bacteria, viruses, and fungi cause it. The infection causes inflammation in the air sacs in your lungs, which are called alveoli. The alveoli fill with fluid or pus, making it difficult to breathe.",  chills  fatigue  cough  high fever  breathlessness  sweating  malaise  phlegm  chest pain  fast heart rate  rusty sputum,"['consult doctor', 'medication', 'rest', 'follow up']",2.0,35
pneumonia,"Pneumonia is an infection in one or both lungs. Bacteria, viruses, and fungi cause it. The infection causes inflammation in the air sacs in your lungs, which are called alveoli. The alveoli fill with fluid or pus, making it difficult to breathe.",  chills  fatigue  cough  high fever  breathlessness  sweating  malaise  phlegm  chest pain  fast heart rate  rusty sputum,"['consult doctor', 'medication', 'rest', 'follow up']",5.0,35
pneumonia,"Pneumonia is an infection in one or both lungs. Bacteria, viruses, and fungi cause it. The infection causes inflammation in the air sacs in your lungs, which are called alveoli. The alveoli fill with fluid or pus, making it difficult to breathe.",  fatigue  cough  high fever  breathlessness  sweating  malaise  phlegm  chest pain  fast heart rate  rusty sputum,"['consult doctor', 'medication', 'rest', 'follow up']",5.0,35
pneumonia,"Pneumonia is an infection in one or both lungs. Bacteria, viruses, and fungi cause it. The infection causes inflammation in the air sacs in your lungs, which are called alveoli. The alveoli fill with fluid or pus, making it difficult to breathe.",  chills  cough  high fever  breathlessness  sweating  malaise  phlegm  chest pain  fast heart rate  rusty sputum,"['consult doctor', 'medication', 'rest', 'follow up']",1.0,35
pneumonia,"Pneumonia is an infection in one or both lungs. Bacteria, viruses, and fungi cause it. The infection causes inflammation in the air sacs in your lungs, which are called alveoli. The alveoli fill with fluid or pus, making it difficult to breathe.",  chills  fatigue  high fever  breathlessness  sweating  malaise  phlegm  chest pain  fast heart rate  rusty sputum,"['consult doctor', 'medication', 'rest', 'follow up']",4.0,35
pneumonia,"Pneumonia is an infection in one or both lungs. Bacteria, viruses, and fungi cause it. The infection causes inflammation in the air sacs in your lungs, which are called alveoli. The alveoli fill with fluid or pus, making it difficult to breathe.",  chills  fatigue  cough  breathlessness  sweating  malaise  phlegm  chest pain  fast heart rate  rusty sputum,"['consult doctor', 'medication', 'rest', 'follow up']",3.0,35
pneumonia,"Pneumonia is an infection in one or both lungs. Bacteria, viruses, and fungi cause it. The infection causes inflammation in the air sacs in your lungs, which are called alveoli. The alveoli fill with fluid or pus, making it difficult to breathe.",  chills  fatigue  cough  high fever  sweating  malaise  phlegm  chest pain  fast heart rate  rusty sputum,"['consult doctor', 'medication', 'rest', 'follow up']",4.0,35
pneumonia,"Pneumonia is an infection in one or both lungs. Bacteria, viruses, and fungi cause it. The infection causes inflammation in the air sacs in your lungs, which are called alveoli. The alveoli fill with fluid or pus, making it difficult to breathe.",  chills  fatigue  cough  high fever  breathlessness  malaise  phlegm  chest pain  fast heart rate  rusty sputum,"['consult doctor', 'medication', 'rest', 'follow up']",3.0,35
pneumonia,"Pneumonia is an infection in one or both lungs. Bacteria, viruses, and fungi cause it. The infection causes inflammation in the air sacs in your lungs, which are called alveoli. The alveoli fill with fluid or pus, making it difficult to breathe.",  chills  fatigue  cough  high fever  breathlessness  sweating  phlegm  chest pain  fast heart rate  rusty sputum,"['consult doctor', 'medication', 'rest', 'follow up']",3.0,35
dimorphic hemmorhoids(piles),"Hemorrhoids, also spelled haemorrhoids, are vascular structures in the anal canal. In their ... Other names, Haemorrhoids, piles, hemorrhoidal disease .",  constipation  pain during bowel movements  pain in anal region  bloody stool  irritation in anus,"['avoid fatty spicy food', 'consume witch hazel', 'warm bath with epsom salt', 'consume alovera juice']",2.0,13
dimorphic hemmorhoids(piles),"Hemorrhoids, also spelled haemorrhoids, are vascular structures in the anal canal. In their ... Other names, Haemorrhoids, piles, hemorrhoidal disease .",  constipation  pain during bowel movements  pain in anal region  bloody stool  irritation in anus,"['avoid fatty spicy food', 'consume witch hazel', 'warm bath with epsom salt', 'consume alovera juice']",1.0,13
dimorphic hemmorhoids(piles),"Hemorrhoids, also spelled haemorrhoids, are vascular structures in the anal canal. In their ... Other names, Haemorrhoids, piles, hemorrhoidal disease .",  constipation  pain during bowel movements  pain in anal region  bloody stool  irritation in anus,"['avoid fatty spicy food', 'consume witch hazel', 'warm bath with epsom salt', 'consume alovera juice']",5.0,13
dimorphic hemmorhoids(piles),"Hemorrhoids, also spelled haemorrhoids, are vascular structures in the anal canal. In their ... Other names, Haemorrhoids, piles, hemorrhoidal disease .",  pain during bowel movements  pain in anal region  bloody stool  irritation in anus,"['avoid fatty spicy food', 'consume witch hazel', 'warm bath with epsom salt', 'consume alovera juice']",5.0,13
dimorphic hemmorhoids(piles),"Hemorrhoids, also spelled haemorrhoids, are vascular structures in the anal canal. In their ... Other names, Haemorrhoids, piles, hemorrhoidal disease .",  constipation  pain in anal region  bloody stool  irritation in anus,"['avoid fatty spicy food', 'consume witch hazel', 'warm bath with epsom salt', 'consume alovera juice']",5.0,13
dimorphic hemmorhoids(piles),"Hemorrhoids, also spelled haemorrhoids, are vascular structures in the anal canal. In their ... Other names, Haemorrhoids, piles, hemorrhoidal disease .",  constipation  pain during bowel movements  bloody stool  irritation in anus,"['avoid fatty spicy food', 'consume witch hazel', 'warm bath with epsom salt', 'consume alovera juice']",5.0,13
dimorphic hemmorhoids(piles),"Hemorrhoids, also spelled haemorrhoids, are vascular structures in the anal canal. In their ... Other names, Haemorrhoids, piles, hemorrhoidal disease .",  constipation  pain during bowel movements  pain in anal region  irritation in anus,"['avoid fatty spicy food', 'consume witch hazel', 'warm bath with epsom salt', 'consume alovera juice']",1.0,13
dimorphic hemmorhoids(piles),"Hemorrhoids, also spelled haemorrhoids, are vascular structures in the anal canal. In their ... Other names, Haemorrhoids, piles, hemorrhoidal disease .",  constipation  pain during bowel movements  pain in anal region  bloody stool,"['avoid fatty spicy food', 'consume witch hazel', 'warm bath with epsom salt', 'consume alovera juice']",2.0,13
dimorphic hemmorhoids(piles),"Hemorrhoids, also spelled haemorrhoids, are vascular structures in the anal canal. In their ... Other names, Haemorrhoids, piles, hemorrhoidal disease .",  constipation  pain during bowel movements  pain in anal region  bloody stool  irritation in anus,"['avoid fatty spicy food', 'consume witch hazel', 'warm bath with epsom salt', 'consume alovera juice']",3.0,13
dimorphic hemmorhoids(piles),"Hemorrhoids, also spelled haemorrhoids, are vascular structures in the anal canal. In their ... Other names, Haemorrhoids, piles, hemorrhoidal disease .",  constipation  pain during bowel movements  pain in anal region  bloody stool  irritation in anus,"['avoid fatty spicy food', 'consume witch hazel', 'warm bath with epsom salt', 'consume alovera juice']",2.0,13
heart attack,"The death of heart muscle due to the loss of blood supply. The loss of blood supply is usually caused by a complete blockage of a coronary artery, one of the arteries that supplies blood to the heart muscle.",  vomiting  breathlessness  sweating  chest pain,"['call ambulance', 'chew or swallow asprin', 'keep calm', '']",1.0,18
heart attack,"The death of heart muscle due to the loss of blood supply. The loss of blood supply is usually caused by a complete blockage of a coronary artery, one of the arteries that supplies blood to the heart muscle.",  vomiting  breathlessness  sweating  chest pain,"['call ambulance', 'chew or swallow asprin', 'keep calm', '']",4.0,18
heart attack,"The death of heart muscle due to the loss of blood supply. The loss of blood supply is usually caused by a complete blockage of a coronary artery, one of the arteries that supplies blood to the heart muscle.",  breathlessness  sweating  chest pain,"['call ambulance', 'chew or swallow asprin', 'keep calm', '']",3.0,18
heart attack,"The death of heart muscle due to the loss of blood supply. The loss of blood supply is usually caused by a complete blockage of a coronary artery, one of the arteries that supplies blood to the heart muscle.",  vomiting  sweating  chest pain,"['call ambulance', 'chew or swallow asprin', 'keep calm', '']",2.0,18
heart attack,"The death of heart muscle due to the loss of blood supply. The loss of blood supply is usually caused by a complete blockage of a coronary artery, one of the arteries that supplies blood to the heart muscle.",  vomiting  breathlessness  chest pain,"['call ambulance', 'chew or swallow asprin', 'keep calm', '']",5.0,18
heart attack,"The death of heart muscle due to the loss of blood supply. The loss of blood supply is usually caused by a complete blockage of a coronary artery, one of the arteries that supplies blood to the heart muscle.",  vomiting  breathlessness  sweating,"['call ambulance', 'chew or swallow asprin', 'keep calm', '']",5.0,18
